Trip_Type,Destination_Climate,Trip_Duration,Gender,Planned_Activity,Travel_Type,Accommodation_Type,Essential_Item_Categories
Vacation,Cold,10,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,21,Female,Shopping,Flight,Airbnb,"Clothes, Gadgets"
Adventure,Cold,5,Other,Skiing,Bus,Tent,"Outdoor Gear, Clothes"
Vacation,Hot,19,Male,Shopping,Train,Hotel,"Clothes, Toiletries"
Adventure,Hot,6,Male,Swimming,Car,Tent,"Clothes, Toiletries"
Adventure,Rainy,10,Other,Shopping,Train,Hotel,"Clothes, Gadgets"
Vacation,Cold,1,Male,Skiing,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,18,Male,Sightseeing,Flight,Tent,"Outdoor Gear, Clothes"
Vacation,Cold,2,Female,Shopping,Bus,Hotel,"Outdoor Gear, Clothes"
Business,Rainy,11,Female,Hiking,Train,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Cold,9,Female,Hiking,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,4,Female,Sightseeing,Train,Tent,"Clothes, Gadgets"
Adventure,Hot,4,Other,Shopping,Flight,Tent,"Clothes, Toiletries"
Business,Rainy,7,Female,Shopping,Flight,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,7,Male,Swimming,Car,Airbnb,"Clothes, Toiletries"
Business,Cold,1,Male,Skiing,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,2,Other,Shopping,Bus,Tent,"Clothes, Gadgets"
Vacation,Hot,16,Male,Swimming,Car,Airbnb,"Clothes, Toiletries"
Adventure,Hot,3,Other,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,11,Other,Hiking,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,6,Other,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Vacation,Cold,8,Male,Swimming,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,6,Other,Meetings,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,13,Other,Meetings,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,7,Female,Swimming,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,21,Other,Sightseeing,Flight,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Cold,10,Male,Shopping,Flight,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,3,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Toiletries"
Vacation,Hot,20,Female,Swimming,Flight,Hostel,"Clothes, Toiletries"
Business,Cold,21,Female,Hiking,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,2,Female,Sightseeing,Car,Tent,"Clothes, Gadgets"
Adventure,Cold,4,Male,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes"
Adventure,Rainy,2,Female,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,9,Female,Shopping,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,16,Female,Swimming,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,11,Male,Skiing,Train,Tent,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,1,Other,Meetings,Flight,Hostel,"Documents, Clothes, Gadgets"
Vacation,Hot,14,Female,Sightseeing,Train,Hotel,"Clothes, Toiletries"
Adventure,Cold,2,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes"
Vacation,Cold,10,Male,Swimming,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,1,Other,Shopping,Bus,Tent,"Outdoor Gear, Clothes"
Vacation,Rainy,20,Other,Shopping,Car,Hotel,"Clothes, Gadgets"
Vacation,Hot,18,Other,Shopping,Flight,Tent,"Clothes, Toiletries"
Adventure,Cold,20,Male,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Business,Cold,21,Male,Meetings,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,1,Female,Shopping,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,11,Other,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Adventure,Cold,19,Other,Sightseeing,Bus,Hostel,"Outdoor Gear, Clothes"
Adventure,Rainy,12,Other,Shopping,Flight,Airbnb,"Clothes, Gadgets"
Vacation,Cold,6,Female,Sightseeing,Train,Airbnb,"Outdoor Gear, Clothes"
Adventure,Cold,21,Female,Swimming,Car,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,17,Male,Hiking,Train,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,4,Male,Skiing,Bus,Tent,"Outdoor Gear, Clothes"
Adventure,Hot,16,Male,Shopping,Train,Tent,"Clothes, Toiletries"
Adventure,Rainy,13,Male,Sightseeing,Train,Airbnb,"Clothes, Gadgets"
Business,Hot,12,Female,Skiing,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,19,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,19,Male,Hiking,Train,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,19,Male,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Cold,7,Female,Swimming,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,1,Male,Skiing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,6,Male,Swimming,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,7,Female,Swimming,Car,Hotel,"Clothes, Toiletries"
Vacation,Hot,11,Female,Skiing,Car,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,1,Male,Hiking,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,19,Female,Sightseeing,Train,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,12,Male,Sightseeing,Bus,Tent,"Clothes, Gadgets"
Business,Rainy,20,Male,Sightseeing,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,15,Female,Meetings,Bus,Hotel,"Documents, Clothes, Gadgets"
Adventure,Hot,21,Female,Shopping,Bus,Hostel,"Clothes, Toiletries"
Business,Cold,10,Other,Swimming,Train,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,1,Male,Skiing,Car,Tent,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,18,Other,Hiking,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,7,Other,Sightseeing,Car,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Rainy,8,Male,Meetings,Bus,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,17,Other,Sightseeing,Car,Hotel,"Clothes, Toiletries"
Adventure,Rainy,1,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,8,Male,Skiing,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,16,Male,Sightseeing,Flight,Tent,"Clothes, Gadgets"
Business,Hot,12,Other,Meetings,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,20,Female,Hiking,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,8,Female,Shopping,Train,Hostel,"Clothes, Toiletries"
Vacation,Rainy,16,Male,Hiking,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,3,Other,Skiing,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Cold,14,Male,Sightseeing,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Cold,8,Male,Skiing,Bus,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,14,Female,Hiking,Car,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,19,Other,Meetings,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Hot,18,Female,Swimming,Train,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,6,Other,Hiking,Bus,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,7,Other,Shopping,Flight,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,3,Male,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,8,Female,Meetings,Car,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,13,Female,Swimming,Flight,Tent,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,6,Other,Skiing,Flight,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,10,Other,Sightseeing,Flight,Tent,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,3,Other,Sightseeing,Bus,Airbnb,"Clothes, Toiletries"
Business,Rainy,13,Female,Swimming,Flight,Airbnb,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,9,Other,Swimming,Car,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Rainy,11,Male,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Business,Cold,4,Female,Swimming,Car,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Hot,15,Other,Hiking,Flight,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,13,Other,Shopping,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,19,Other,Swimming,Train,Hotel,"Clothes, Toiletries"
Vacation,Cold,9,Other,Meetings,Train,Airbnb,"Documents, Outdoor Gear, Clothes"
Adventure,Cold,2,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes"
Business,Cold,18,Female,Shopping,Car,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Cold,10,Male,Swimming,Bus,Hotel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,19,Male,Swimming,Flight,Tent,"Clothes, Toiletries"
Adventure,Rainy,15,Male,Shopping,Bus,Hostel,"Clothes, Gadgets"
Business,Hot,21,Other,Swimming,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,2,Other,Meetings,Car,Tent,"Documents, Clothes, Gadgets"
Adventure,Hot,17,Female,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,3,Female,Meetings,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,7,Other,Swimming,Bus,Airbnb,"Clothes, Toiletries"
Adventure,Hot,18,Other,Shopping,Car,Hostel,"Clothes, Toiletries"
Business,Cold,21,Other,Swimming,Car,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,21,Female,Swimming,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,18,Female,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Vacation,Hot,3,Male,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,12,Male,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Business,Hot,8,Other,Skiing,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,3,Female,Sightseeing,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Cold,15,Other,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,8,Other,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,11,Male,Hiking,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,20,Other,Meetings,Car,Airbnb,"Documents, Outdoor Gear, Clothes"
Adventure,Cold,2,Other,Sightseeing,Train,Tent,"Outdoor Gear, Clothes"
Adventure,Rainy,4,Male,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Rainy,6,Female,Shopping,Train,Airbnb,"Clothes, Gadgets"
Vacation,Rainy,15,Male,Shopping,Train,Tent,"Clothes, Gadgets"
Business,Rainy,4,Female,Shopping,Flight,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,19,Male,Sightseeing,Train,Tent,"Clothes, Gadgets"
Adventure,Rainy,7,Male,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,3,Female,Shopping,Flight,Hostel,"Outdoor Gear, Clothes"
Vacation,Rainy,15,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,19,Other,Sightseeing,Car,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,18,Male,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,13,Other,Swimming,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,14,Female,Sightseeing,Bus,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,17,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,17,Male,Shopping,Flight,Hostel,"Clothes, Gadgets"
Vacation,Hot,1,Other,Sightseeing,Flight,Tent,"Clothes, Toiletries"
Vacation,Cold,10,Male,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,11,Male,Swimming,Flight,Airbnb,"Toiletries, Clothes, Gadgets"
Business,Hot,6,Male,Skiing,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,2,Other,Shopping,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Hot,19,Male,Skiing,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,7,Other,Meetings,Bus,Hotel,"Documents, Clothes, Gadgets"
Business,Rainy,4,Other,Meetings,Bus,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,14,Male,Hiking,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,15,Male,Skiing,Train,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,14,Male,Skiing,Car,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,3,Other,Skiing,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,1,Female,Swimming,Car,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,4,Other,Skiing,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,1,Female,Sightseeing,Train,Airbnb,"Clothes, Toiletries"
Vacation,Cold,13,Female,Swimming,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,10,Female,Swimming,Train,Airbnb,"Clothes, Toiletries"
Vacation,Rainy,14,Male,Swimming,Car,Hostel,"Toiletries, Clothes, Gadgets"
Business,Cold,5,Female,Meetings,Car,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,4,Female,Shopping,Bus,Hostel,"Outdoor Gear, Clothes"
Adventure,Cold,18,Other,Meetings,Car,Hostel,"Documents, Outdoor Gear, Clothes"
Adventure,Rainy,14,Male,Skiing,Bus,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,6,Female,Skiing,Flight,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Cold,12,Female,Swimming,Train,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,5,Other,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,12,Other,Shopping,Flight,Hostel,"Clothes, Toiletries"
Business,Rainy,7,Other,Swimming,Train,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Hot,19,Female,Sightseeing,Bus,Hostel,"Clothes, Toiletries"
Business,Rainy,19,Female,Hiking,Bus,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Rainy,13,Other,Shopping,Flight,Tent,"Clothes, Gadgets"
Adventure,Rainy,11,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Cold,1,Male,Hiking,Car,Airbnb,"Outdoor Gear, Clothes"
Vacation,Hot,7,Female,Shopping,Bus,Airbnb,"Clothes, Toiletries"
Adventure,Rainy,15,Female,Hiking,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,20,Other,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Cold,8,Female,Swimming,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Rainy,7,Female,Hiking,Flight,Hotel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Rainy,1,Other,Meetings,Car,Hotel,"Documents, Clothes, Gadgets"
Vacation,Cold,5,Female,Shopping,Train,Hostel,"Outdoor Gear, Clothes"
Business,Hot,7,Female,Sightseeing,Flight,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Hot,7,Female,Shopping,Train,Tent,"Clothes, Toiletries"
Business,Hot,5,Other,Shopping,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Hot,7,Other,Meetings,Car,Hostel,"Documents, Clothes, Toiletries"
Vacation,Cold,8,Other,Sightseeing,Car,Tent,"Outdoor Gear, Clothes"
Vacation,Hot,4,Female,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Hot,10,Male,Skiing,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,7,Male,Hiking,Flight,Tent,"Outdoor Gear, Clothes"
Adventure,Cold,3,Female,Sightseeing,Flight,Hotel,"Outdoor Gear, Clothes"
Adventure,Rainy,14,Other,Sightseeing,Car,Hostel,"Clothes, Gadgets"
Adventure,Hot,17,Male,Shopping,Train,Airbnb,"Clothes, Toiletries"
Adventure,Rainy,1,Other,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Business,Cold,6,Other,Sightseeing,Flight,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,7,Male,Swimming,Bus,Hostel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,3,Female,Swimming,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,12,Male,Meetings,Bus,Hotel,"Documents, Clothes, Gadgets"
Adventure,Hot,8,Female,Meetings,Train,Hotel,"Documents, Clothes, Toiletries"
Business,Hot,11,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Rainy,3,Other,Shopping,Flight,Hostel,"Documents, Formal Wear, Clothes, Gadgets"
Business,Cold,6,Male,Hiking,Bus,Hotel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Cold,1,Female,Meetings,Car,Airbnb,"Documents, Outdoor Gear, Clothes"
Adventure,Hot,18,Female,Swimming,Train,Airbnb,"Clothes, Toiletries"
Adventure,Hot,11,Male,Meetings,Car,Hotel,"Documents, Clothes, Toiletries"
Vacation,Rainy,6,Other,Shopping,Train,Tent,"Clothes, Gadgets"
Vacation,Cold,17,Male,Shopping,Train,Airbnb,"Outdoor Gear, Clothes"
Business,Cold,11,Male,Hiking,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Business,Rainy,14,Other,Sightseeing,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,14,Other,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Toiletries"
Business,Hot,5,Male,Hiking,Flight,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Cold,8,Female,Hiking,Bus,Hotel,"Outdoor Gear, Clothes"
Vacation,Rainy,12,Other,Shopping,Car,Airbnb,"Clothes, Gadgets"
Vacation,Cold,5,Male,Skiing,Flight,Tent,"Outdoor Gear, Clothes"
Vacation,Rainy,1,Other,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Business,Rainy,16,Male,Skiing,Car,Hostel,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Business,Hot,7,Other,Hiking,Bus,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,16,Female,Hiking,Train,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Cold,4,Female,Meetings,Bus,Hotel,"Documents, Outdoor Gear, Clothes"
Business,Rainy,3,Female,Shopping,Car,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Hot,1,Female,Swimming,Train,Hotel,"Clothes, Toiletries"
Adventure,Hot,3,Male,Sightseeing,Flight,Airbnb,"Clothes, Toiletries"
Adventure,Cold,20,Other,Skiing,Flight,Hostel,"Outdoor Gear, Clothes"
Business,Hot,2,Female,Swimming,Train,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,19,Female,Meetings,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Cold,20,Male,Swimming,Flight,Hotel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Cold,15,Other,Skiing,Car,Tent,"Outdoor Gear, Clothes"
Vacation,Hot,10,Other,Meetings,Train,Hostel,"Documents, Clothes, Toiletries"
Vacation,Cold,21,Female,Swimming,Train,Hotel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Cold,5,Male,Sightseeing,Bus,Hostel,"Outdoor Gear, Clothes"
Business,Rainy,14,Female,Sightseeing,Flight,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Adventure,Rainy,9,Male,Meetings,Train,Airbnb,"Documents, Clothes, Gadgets"
Business,Rainy,8,Other,Swimming,Train,Hotel,"Gadgets, Formal Wear, Documents, Toiletries, Clothes"
Business,Hot,2,Female,Skiing,Train,Hostel,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Adventure,Rainy,3,Female,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,16,Female,Hiking,Flight,Tent,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Vacation,Hot,16,Other,Shopping,Train,Airbnb,"Clothes, Toiletries"
Adventure,Rainy,21,Female,Hiking,Flight,Hotel,"Outdoor Gear, Clothes, Gadgets"
Business,Rainy,2,Female,Shopping,Bus,Airbnb,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,7,Male,Sightseeing,Bus,Hotel,"Clothes, Gadgets"
Vacation,Hot,7,Other,Meetings,Flight,Airbnb,"Documents, Clothes, Toiletries"
Business,Hot,9,Other,Shopping,Train,Tent,"Documents, Formal Wear, Clothes, Toiletries"
Vacation,Rainy,13,Other,Shopping,Bus,Airbnb,"Clothes, Gadgets"
Vacation,Cold,10,Female,Swimming,Flight,Hostel,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,21,Female,Hiking,Bus,Hostel,"Outdoor Gear, Clothes, Gadgets"
Business,Cold,2,Female,Skiing,Bus,Hostel,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Hot,17,Male,Sightseeing,Train,Airbnb,"Clothes, Toiletries"
Adventure,Cold,10,Male,Hiking,Train,Airbnb,"Outdoor Gear, Clothes"
Vacation,Rainy,4,Male,Skiing,Train,Hostel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Hot,14,Female,Meetings,Car,Hostel,"Documents, Clothes, Toiletries"
Adventure,Rainy,3,Other,Meetings,Flight,Airbnb,"Documents, Clothes, Gadgets"
Business,Hot,14,Male,Meetings,Flight,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Cold,2,Other,Swimming,Bus,Airbnb,"Outdoor Gear, Clothes, Toiletries"
Vacation,Rainy,19,Female,Skiing,Flight,Tent,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,18,Other,Shopping,Bus,Hostel,"Clothes, Toiletries"
Business,Rainy,8,Female,Skiing,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Gadgets, Clothes"
Adventure,Cold,15,Male,Hiking,Bus,Hostel,"Outdoor Gear, Clothes"
Vacation,Hot,11,Female,Shopping,Train,Tent,"Clothes, Toiletries"
Business,Rainy,14,Male,Sightseeing,Flight,Hotel,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Rainy,11,Male,Sightseeing,Flight,Hotel,"Clothes, Gadgets"
Business,Hot,12,Male,Skiing,Bus,Airbnb,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Vacation,Rainy,4,Other,Hiking,Train,Hotel,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,20,Female,Skiing,Car,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,3,Female,Sightseeing,Train,Tent,"Clothes, Toiletries"
Business,Rainy,13,Female,Sightseeing,Train,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Vacation,Hot,20,Female,Sightseeing,Train,Tent,"Clothes, Toiletries"
Vacation,Cold,2,Male,Shopping,Car,Hostel,"Outdoor Gear, Clothes"
Adventure,Rainy,10,Other,Sightseeing,Flight,Tent,"Clothes, Gadgets"
Vacation,Rainy,15,Female,Sightseeing,Train,Hostel,"Clothes, Gadgets"
Adventure,Hot,2,Male,Meetings,Flight,Hostel,"Documents, Clothes, Toiletries"
Adventure,Cold,14,Other,Hiking,Train,Hostel,"Outdoor Gear, Clothes"
Vacation,Rainy,18,Other,Swimming,Car,Hostel,"Toiletries, Clothes, Gadgets"
Vacation,Hot,3,Male,Swimming,Bus,Tent,"Clothes, Toiletries"
Vacation,Hot,13,Other,Swimming,Train,Hostel,"Clothes, Toiletries"
Vacation,Hot,17,Female,Hiking,Bus,Hotel,"Outdoor Gear, Clothes, Toiletries"
Business,Cold,20,Female,Swimming,Car,Tent,"Outdoor Gear, Formal Wear, Documents, Toiletries, Clothes"
Business,Cold,11,Female,Skiing,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Vacation,Rainy,8,Female,Shopping,Train,Hotel,"Clothes, Gadgets"
Vacation,Hot,18,Other,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Toiletries"
Adventure,Rainy,5,Other,Hiking,Bus,Tent,"Outdoor Gear, Clothes, Gadgets"
Business,Hot,8,Female,Sightseeing,Car,Airbnb,"Documents, Formal Wear, Clothes, Toiletries"
Business,Rainy,18,Other,Sightseeing,Car,Tent,"Documents, Formal Wear, Clothes, Gadgets"
Business,Hot,18,Female,Swimming,Bus,Hotel,"Documents, Formal Wear, Clothes, Toiletries"
Adventure,Rainy,2,Female,Hiking,Car,Hostel,"Outdoor Gear, Clothes, Gadgets"
Vacation,Hot,17,Male,Shopping,Train,Hostel,"Clothes, Toiletries"
Business,Hot,8,Other,Meetings,Flight,Hostel,"Documents, Formal Wear, Clothes, Toiletries"
Business,Cold,2,Female,Hiking,Train,Airbnb,"Documents, Outdoor Gear, Formal Wear, Clothes"
Adventure,Rainy,21,Other,Skiing,Bus,Airbnb,"Outdoor Gear, Clothes, Gadgets"
Adventure,Rainy,2,Other,Swimming,Car,Airbnb,"Toiletries, Clothes, Gadgets"
Adventure,Cold,2,Female,Meetings,Car,Airbnb,"Documents, Outdoor Gear, Clothes"
